model,image,outcome,left_conf,right_conf,too_far,latency_s,annotated_path
singlestage_sahi_v1,alice_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,4.10945,
singlestage_sahi_v2_cascade,alice_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,8.95805,
twostage_fixedzoom,alice_0.8m_left_occluded_turn_left_01_0022.png,face_only,0.0,0.0,False,0.65687,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_left_occluded_turn_left_01_0022__face_only.png
twostage_adaptivezoom,alice_0.8m_left_occluded_turn_left_01_0022.png,face_only,0.0,0.0,False,0.63964,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_left_occluded_turn_left_01_0022__face_only.png
tfake_landmark,alice_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,0.11406,
singlestage_sahi_v1,alice_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,4.03957,
singlestage_sahi_v2_cascade,alice_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,8.51381,
twostage_fixedzoom,alice_0.8m_left_occluded_turn_left_02_0023.png,face_only,0.0,0.0,False,0.57996,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_left_occluded_turn_left_02_0023__face_only.png
twostage_adaptivezoom,alice_0.8m_left_occluded_turn_left_02_0023.png,face_only,0.0,0.0,False,0.52786,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_left_occluded_turn_left_02_0023__face_only.png
tfake_landmark,alice_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,0.12761,
singlestage_sahi_v1,alice_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,4.06429,
singlestage_sahi_v2_cascade,alice_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,7.9639,
twostage_fixedzoom,alice_0.8m_left_occluded_turn_left_03_0024.png,face_only,0.0,0.0,False,0.50412,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_left_occluded_turn_left_03_0024__face_only.png
twostage_adaptivezoom,alice_0.8m_left_occluded_turn_left_03_0024.png,face_only,0.0,0.0,False,0.44902,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_left_occluded_turn_left_03_0024__face_only.png
tfake_landmark,alice_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,0.11686,
singlestage_sahi_v1,alice_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,4.22711,
singlestage_sahi_v2_cascade,alice_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,8.39069,
twostage_fixedzoom,alice_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.31666,
twostage_adaptivezoom,alice_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.38799,
tfake_landmark,alice_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.1218,
singlestage_sahi_v1,alice_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,4.07082,
singlestage_sahi_v2_cascade,alice_0.8m_left_occluded_turn_right_02_0017.png,left_only,0.2741,0.0,False,8.17313,sweep_out/singlestage_sahi_v2_cascade/annotated/alice_0.8m_left_occluded_turn_right_02_0017__left_only.png
twostage_fixedzoom,alice_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.31197,
twostage_adaptivezoom,alice_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.31058,
tfake_landmark,alice_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.10769,
singlestage_sahi_v1,alice_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,4.01589,
singlestage_sahi_v2_cascade,alice_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,9.01293,
twostage_fixedzoom,alice_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,0.37774,
twostage_adaptivezoom,alice_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,0.31908,
tfake_landmark,alice_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,0.14563,
singlestage_sahi_v1,alice_0.8m_near_left_01_0007.png,none,0.0,0.0,False,4.11604,
singlestage_sahi_v2_cascade,alice_0.8m_near_left_01_0007.png,none,0.0,0.0,False,8.61688,
twostage_fixedzoom,alice_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.31585,
twostage_adaptivezoom,alice_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.38636,
tfake_landmark,alice_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.13281,
singlestage_sahi_v1,alice_0.8m_near_left_02_0008.png,none,0.0,0.0,False,3.95811,
singlestage_sahi_v2_cascade,alice_0.8m_near_left_02_0008.png,none,0.0,0.0,False,8.65201,
twostage_fixedzoom,alice_0.8m_near_left_02_0008.png,face_only,0.0,0.0,False,0.55103,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_near_left_02_0008__face_only.png
twostage_adaptivezoom,alice_0.8m_near_left_02_0008.png,face_only,0.0,0.0,False,0.58404,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_near_left_02_0008__face_only.png
tfake_landmark,alice_0.8m_near_left_02_0008.png,none,0.0,0.0,False,0.10093,
singlestage_sahi_v1,alice_0.8m_near_left_03_0009.png,none,0.0,0.0,False,4.05709,
singlestage_sahi_v2_cascade,alice_0.8m_near_left_03_0009.png,none,0.0,0.0,False,8.65078,
twostage_fixedzoom,alice_0.8m_near_left_03_0009.png,face_only,0.0,0.0,False,0.45608,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_near_left_03_0009__face_only.png
twostage_adaptivezoom,alice_0.8m_near_left_03_0009.png,face_only,0.0,0.0,False,0.46244,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_near_left_03_0009__face_only.png
tfake_landmark,alice_0.8m_near_left_03_0009.png,both,0.0033,0.0036,False,0.2026,sweep_out/tfake_landmark/annotated/alice_0.8m_near_left_03_0009__both.png
singlestage_sahi_v1,alice_0.8m_near_right_01_0013.png,none,0.0,0.0,False,4.07934,
singlestage_sahi_v2_cascade,alice_0.8m_near_right_01_0013.png,none,0.0,0.0,False,8.31147,
twostage_fixedzoom,alice_0.8m_near_right_01_0013.png,face_only,0.0,0.0,False,0.52341,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_near_right_01_0013__face_only.png
twostage_adaptivezoom,alice_0.8m_near_right_01_0013.png,face_only,0.0,0.0,False,0.45375,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_near_right_01_0013__face_only.png
tfake_landmark,alice_0.8m_near_right_01_0013.png,none,0.0,0.0,False,0.10748,
singlestage_sahi_v1,alice_0.8m_near_right_02_0014.png,none,0.0,0.0,False,4.07923,
singlestage_sahi_v2_cascade,alice_0.8m_near_right_02_0014.png,none,0.0,0.0,False,8.92753,
twostage_fixedzoom,alice_0.8m_near_right_02_0014.png,none,0.0,0.0,False,0.3284,
twostage_adaptivezoom,alice_0.8m_near_right_02_0014.png,none,0.0,0.0,False,0.32307,
tfake_landmark,alice_0.8m_near_right_02_0014.png,none,0.0,0.0,False,0.10017,
singlestage_sahi_v1,alice_0.8m_near_right_03_0015.png,none,0.0,0.0,False,4.01895,
singlestage_sahi_v2_cascade,alice_0.8m_near_right_03_0015.png,none,0.0,0.0,False,8.03036,
twostage_fixedzoom,alice_0.8m_near_right_03_0015.png,none,0.0,0.0,False,0.31782,
twostage_adaptivezoom,alice_0.8m_near_right_03_0015.png,none,0.0,0.0,False,0.33946,
tfake_landmark,alice_0.8m_near_right_03_0015.png,none,0.0,0.0,False,0.10524,
singlestage_sahi_v1,alice_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,4.12589,
singlestage_sahi_v2_cascade,alice_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,8.99956,
twostage_fixedzoom,alice_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,0.39279,
twostage_adaptivezoom,alice_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,0.3925,
tfake_landmark,alice_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,0.10118,
singlestage_sahi_v1,alice_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,4.08527,
singlestage_sahi_v2_cascade,alice_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,9.43815,
twostage_fixedzoom,alice_0.8m_right_occluded_turn_left_02_0020.png,face_only,0.0,0.0,False,0.57508,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_right_occluded_turn_left_02_0020__face_only.png
twostage_adaptivezoom,alice_0.8m_right_occluded_turn_left_02_0020.png,face_only,0.0,0.0,False,0.46702,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_right_occluded_turn_left_02_0020__face_only.png
tfake_landmark,alice_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,0.0995,
singlestage_sahi_v1,alice_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,3.91138,
singlestage_sahi_v2_cascade,alice_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,9.28753,
twostage_fixedzoom,alice_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,0.32024,
twostage_adaptivezoom,alice_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,0.3129,
tfake_landmark,alice_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,0.09552,
singlestage_sahi_v1,alice_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,4.01189,
singlestage_sahi_v2_cascade,alice_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,9.08687,
twostage_fixedzoom,alice_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,0.31609,
twostage_adaptivezoom,alice_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,0.32046,
tfake_landmark,alice_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,0.1061,
singlestage_sahi_v1,alice_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,4.17533,
singlestage_sahi_v2_cascade,alice_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,8.46101,
twostage_fixedzoom,alice_0.8m_right_occluded_turn_right_02_0026.png,face_only,0.0,0.0,False,0.45553,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_right_occluded_turn_right_02_0026__face_only.png
twostage_adaptivezoom,alice_0.8m_right_occluded_turn_right_02_0026.png,face_only,0.0,0.0,False,0.47821,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_right_occluded_turn_right_02_0026__face_only.png
tfake_landmark,alice_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,0.13169,
singlestage_sahi_v1,alice_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,4.0049,
singlestage_sahi_v2_cascade,alice_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,8.87365,
twostage_fixedzoom,alice_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,0.3927,
twostage_adaptivezoom,alice_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,0.39484,
tfake_landmark,alice_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,0.15302,
singlestage_sahi_v1,alice_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,4.05954,
singlestage_sahi_v2_cascade,alice_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,8.67331,
twostage_fixedzoom,alice_0.8m_slight_left_01_0004.png,face_only,0.0,0.0,False,0.44912,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_slight_left_01_0004__face_only.png
twostage_adaptivezoom,alice_0.8m_slight_left_01_0004.png,face_only,0.0,0.0,False,0.49773,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_slight_left_01_0004__face_only.png
tfake_landmark,alice_0.8m_slight_left_01_0004.png,both,0.0024,0.0026,False,0.215,sweep_out/tfake_landmark/annotated/alice_0.8m_slight_left_01_0004__both.png
singlestage_sahi_v1,alice_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,3.9316,
singlestage_sahi_v2_cascade,alice_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,8.25072,
twostage_fixedzoom,alice_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.38235,
twostage_adaptivezoom,alice_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.33583,
tfake_landmark,alice_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.12432,
singlestage_sahi_v1,alice_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,4.22002,
singlestage_sahi_v2_cascade,alice_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,8.27145,
twostage_fixedzoom,alice_0.8m_slight_left_03_0006.png,face_only,0.0,0.0,False,0.43878,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_slight_left_03_0006__face_only.png
twostage_adaptivezoom,alice_0.8m_slight_left_03_0006.png,face_only,0.0,0.0,False,0.54471,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_slight_left_03_0006__face_only.png
tfake_landmark,alice_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.10675,
singlestage_sahi_v1,alice_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,4.90546,
singlestage_sahi_v2_cascade,alice_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,8.83366,
twostage_fixedzoom,alice_0.8m_slight_right_01_0010.png,face_only,0.0,0.0,False,0.57224,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_slight_right_01_0010__face_only.png
twostage_adaptivezoom,alice_0.8m_slight_right_01_0010.png,face_only,0.0,0.0,False,0.50231,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_slight_right_01_0010__face_only.png
tfake_landmark,alice_0.8m_slight_right_01_0010.png,both,0.0035,0.0038,False,0.19542,sweep_out/tfake_landmark/annotated/alice_0.8m_slight_right_01_0010__both.png
singlestage_sahi_v1,alice_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,4.10386,
singlestage_sahi_v2_cascade,alice_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,9.01649,
twostage_fixedzoom,alice_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.38798,
twostage_adaptivezoom,alice_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.36134,
tfake_landmark,alice_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.10263,
singlestage_sahi_v1,alice_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,4.1156,
singlestage_sahi_v2_cascade,alice_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,8.66106,
twostage_fixedzoom,alice_0.8m_slight_right_03_0012.png,face_only,0.0,0.0,False,0.59422,sweep_out/twostage_fixedzoom/face_only_no_canthus/alice_0.8m_slight_right_03_0012__face_only.png
twostage_adaptivezoom,alice_0.8m_slight_right_03_0012.png,face_only,0.0,0.0,False,0.46929,sweep_out/twostage_adaptivezoom/face_only_no_canthus/alice_0.8m_slight_right_03_0012__face_only.png
tfake_landmark,alice_0.8m_slight_right_03_0012.png,both,0.0036,0.0039,False,0.18285,sweep_out/tfake_landmark/annotated/alice_0.8m_slight_right_03_0012__both.png
